Code,Problem Name,Obj Value
opt,small-investor-MVO-DAX30-return_0.0050-budget_5000-5500,9.7971
opt,small-investor-MVO-SNP100-return_0.0010-budget_1000-1100,0.0665
best,small-investor-MVO-SNP100-return_0.0010-budget_10000-11000,5.9565
best,small-investor-MVO-SNP100-return_0.0010-budget_15000-16500,13.163
opt,small-investor-MVO-SNP100-return_0.0010-budget_2000-2200,0.2494
best,small-investor-MVO-SNP100-return_0.0010-budget_20000-22000,23.8739
best,small-investor-MVO-SNP100-return_0.0010-budget_5000-5500,1.5117
opt,small-investor-MVO-SNP100-return_0.0015-budget_1000-1100,0.0665
best,small-investor-MVO-SNP100-return_0.0015-budget_10000-11000,6.0846
best,small-investor-MVO-SNP100-return_0.0015-budget_15000-16500,13.3091
opt,small-investor-MVO-SNP100-return_0.0015-budget_2000-2200,0.258
best,small-investor-MVO-SNP100-return_0.0015-budget_20000-22000,23.6797
best,small-investor-MVO-SNP100-return_0.0015-budget_5000-5500,1.5011
opt,small-investor-MVO-SNP100-return_0.0020-budget_1000-1100,0.0665
best,small-investor-MVO-SNP100-return_0.0020-budget_10000-11000,6.0097
best,small-investor-MVO-SNP100-return_0.0020-budget_15000-16500,13.6679
opt,small-investor-MVO-SNP100-return_0.0020-budget_2000-2200,0.2611
best,small-investor-MVO-SNP100-return_0.0020-budget_20000-22000,24.4928
opt,small-investor-MVO-SNP100-return_0.0020-budget_5000-5500,1.5022
opt,small-investor-MVO-SNP100-return_0.0025-budget_1000-1100,0.0681
best,small-investor-MVO-SNP100-return_0.0025-budget_10000-11000,6.059
best,small-investor-MVO-SNP100-return_0.0025-budget_15000-16500,13.5062
opt,small-investor-MVO-SNP100-return_0.0025-budget_2000-2200,0.2632
best,small-investor-MVO-SNP100-return_0.0025-budget_20000-22000,24.0817
opt,small-investor-MVO-SNP100-return_0.0025-budget_5000-5500,1.5197
opt,small-investor-MVO-SNP100-return_0.0030-budget_1000-1100,0.0841
best,small-investor-MVO-SNP100-return_0.0030-budget_10000-11000,6.2033
best,small-investor-MVO-SNP100-return_0.0030-budget_15000-16500,13.935
opt,small-investor-MVO-SNP100-return_0.0030-budget_2000-2200,0.2632
best,small-investor-MVO-SNP100-return_0.0030-budget_20000-22000,24.6381
opt,small-investor-MVO-SNP100-return_0.0030-budget_5000-5500,1.5896
opt,small-investor-MVO-SNP100-return_0.0035-budget_1000-1100,0.088
opt,small-investor-MVO-SNP100-return_0.0035-budget_10000-11000,6.274
opt,small-investor-MVO-SNP100-return_0.0035-budget_15000-16500,14.0352
opt,small-investor-MVO-SNP100-return_0.0035-budget_2000-2200,0.2632
opt,small-investor-MVO-SNP100-return_0.0035-budget_20000-22000,24.951
opt,small-investor-MVO-SNP100-return_0.0035-budget_5000-5500,1.613
opt,small-investor-MVO-SNP100-return_0.0040-budget_1000-1100,0.1111
opt,small-investor-MVO-SNP100-return_0.0040-budget_10000-11000,6.3672
opt,small-investor-MVO-SNP100-return_0.0040-budget_15000-16500,14.2952
opt,small-investor-MVO-SNP100-return_0.0040-budget_2000-2200,0.2824
opt,small-investor-MVO-SNP100-return_0.0040-budget_20000-22000,25.2689
opt,small-investor-MVO-SNP100-return_0.0040-budget_5000-5500,1.6412
opt,small-investor-MVO-SNP100-return_0.0045-budget_1000-1100,0.1111
opt,small-investor-MVO-SNP100-return_0.0045-budget_10000-11000,6.5358
opt,small-investor-MVO-SNP100-return_0.0045-budget_15000-16500,14.5481
opt,small-investor-MVO-SNP100-return_0.0045-budget_2000-2200,0.3069
opt,small-investor-MVO-SNP100-return_0.0045-budget_20000-22000,25.8292
opt,small-investor-MVO-SNP100-return_0.0045-budget_5000-5500,1.6597
opt,small-investor-MVO-SNP100-return_0.0050-budget_1000-1100,0.1111
opt,small-investor-MVO-SNP100-return_0.0050-budget_10000-11000,6.6369
opt,small-investor-MVO-SNP100-return_0.0050-budget_15000-16500,14.8804
opt,small-investor-MVO-SNP100-return_0.0050-budget_2000-2200,0.308
opt,small-investor-MVO-SNP100-return_0.0050-budget_20000-22000,26.2652
opt,small-investor-MVO-SNP100-return_0.0050-budget_5000-5500,1.6726
opt,smallinvDAXr1b010-011,0.398797498
opt,smallinvDAXr1b020-022,1.571527982
opt,smallinvDAXr1b050-055,9.797143454
opt,smallinvDAXr1b100-110,39.16214186
opt,smallinvDAXr1b150-165,88.10493476
opt,smallinvDAXr1b200-220,156.6042679
opt,smallinvDAXr2b010-011,0.398797498
opt,smallinvDAXr2b020-022,1.571527982
opt,smallinvDAXr2b050-055,9.797143454
opt,smallinvDAXr2b100-110,39.16214186
opt,smallinvDAXr2b150-165,88.10493476
opt,smallinvDAXr2b200-220,156.6042679
opt,smallinvDAXr3b010-011,0.398797498
opt,smallinvDAXr3b020-022,1.571527982
opt,smallinvDAXr3b050-055,9.797143454
opt,smallinvDAXr3b100-110,39.16214186
opt,smallinvDAXr3b150-165,88.10493476
opt,smallinvDAXr3b200-220,156.6042679
opt,smallinvDAXr4b010-011,0.398797498
opt,smallinvDAXr4b020-022,1.571527982
opt,smallinvDAXr4b050-055,9.797143454
opt,smallinvDAXr4b100-110,39.16214186
opt,smallinvDAXr4b150-165,88.10493476
opt,smallinvDAXr4b200-220,156.6042679
opt,smallinvDAXr5b010-011,0.398797498
opt,smallinvDAXr5b020-022,1.571527982
opt,smallinvDAXr5b050-055,9.797143454
opt,smallinvDAXr5b100-110,39.16214186
opt,smallinvDAXr5b150-165,88.10493476
opt,smallinvDAXr5b200-220,156.6042679
opt,smallinvSNPr1b010-011,0.066528206
opt,smallinvSNPr1b020-022,0.249427252
opt,smallinvSNPr1b050-055,1.47654951
opt,smallinvSNPr1b100-110,5.813077964
opt,smallinvSNPr1b150-165,12.99120099
opt,smallinvSNPr1b200-220,23.09925481
opt,smallinvSNPr2b010-011,0.066528206
opt,smallinvSNPr2b020-022,0.261126842
opt,smallinvSNPr2b050-055,1.50222379
opt,smallinvSNPr2b100-110,5.97772471
opt,smallinvSNPr2b150-165,13.36052567
opt,smallinvSNPr2b200-220,23.75247188
opt,smallinvSNPr3b010-011,0.084068386
opt,smallinvSNPr3b020-022,0.26323406
opt,smallinvSNPr3b050-055,1.58958587
opt,smallinvSNPr3b100-110,6.199948214
opt,smallinvSNPr3b150-165,13.79647411
opt,smallinvSNPr3b200-220,24.47759582
opt,smallinvSNPr4b010-011,0.111102332
opt,smallinvSNPr4b020-022,0.28235178
opt,smallinvSNPr4b050-055,1.64119836
opt,smallinvSNPr4b100-110,6.36716132
opt,smallinvSNPr4b150-165,14.2952285
opt,smallinvSNPr4b200-220,25.26889529
opt,smallinvSNPr5b010-011,0.111102332
opt,smallinvSNPr5b020-022,0.30800448
opt,smallinvSNPr5b050-055,1.672566444
opt,smallinvSNPr5b100-110,6.636898834
opt,smallinvSNPr5b150-165,14.8803879
opt,smallinvSNPr5b200-220,26.26521382
opt,sp97ar,660705645.5
best,sp97ic,404237985
best,sp98ar,543622634
opt,sp98ic,449144758.4
opt,sp98ir,219676790
best,space25,484.3286442
bestdual,space25,74.3587
bestdual,space25a,75.640026
best,space25a,484.3286442
bestdual,space960,6519409.93
best,space960,17130000
opt,sparse,26
opt,sparse2,26
opt,sparse3,-26
opt,spectra2,13.97830588
best,splan1,19425000
opt,sporttournament06,12
opt,sporttournament08,24
opt,sporttournament10,44
opt,sporttournament12,68
opt,sporttournament14,96
opt,sporttournament16,130
opt,sporttournament18,160
bestdual,sporttournament20,198
best,sporttournament20,192
best,sporttournament22,234
bestdual,sporttournament22,250
bestdual,sporttournament24,308
best,sporttournament24,282
bestdual,sporttournament26,372
best,sporttournament26,334
bestdual,sporttournament28,425
best,sporttournament28,384
best,sporttournament30,422
bestdual,sporttournament30,486.0956262
best,sporttournament32,478
bestdual,sporttournament32,551.1374866
best,sporttournament34,550
bestdual,sporttournament34,642.9493519
best,sporttournament36,600
bestdual,sporttournament36,697.7950652
bestdual,sporttournament38,787.7970519
best,sporttournament38,682
bestdual,sporttournament40,857.7114721
best,sporttournament40,740
best,sporttournament42,846
bestdual,sporttournament42,994.5835365
best,sporttournament44,920
bestdual,sporttournament44,1066.608139
bestdual,sporttournament46,1187.718697
best,sporttournament46,1030
best,sporttournament48,1144
bestdual,sporttournament48,1371
best,sporttournament50,1188
bestdual,sporttournament50,1436
opt,spring,0.8462456656
opt,squfl010-025,214.1109952
opt,squfl010-025persp,214.1109525
opt,squfl010-040,240.5985262
opt,squfl010-040persp,240.5985262
opt,squfl010-080,509.7060216
opt,squfl010-080persp,509.7060216
opt,squfl015-060,366.6218167
opt,squfl015-060persp,366.6218167
opt,squfl015-080,402.48853
best,squfl015-080persp,402.48853
bestdual,squfl015-080persp,402.4880496
opt,squfl020-040,209.2548902
opt,squfl020-040persp,209.2548902
opt,squfl020-050,230.2021495
bestdual,squfl020-050persp,230.2018279
best,squfl020-050persp,230.2021495
opt,squfl020-150,557.84865
best,squfl020-150persp,557.84865
bestdual,squfl020-150persp,550.7391077
opt,squfl025-025,168.8072718
opt,squfl025-025persp,168.8072261
opt,squfl025-030,205.501694
opt,squfl025-030persp,205.5016551
opt,squfl025-040,197.3338812
bestdual,squfl025-040persp,197.3336792
best,squfl025-040persp,197.3338812
best,squfl030-100,363.0938483
bestdual,squfl030-100,332.4091721
bestdual,squfl030-100persp,363.0855772
best,squfl030-100persp,363.0938483
bestdual,squfl030-150,337.7879531
best,squfl030-150,430.5765521
bestdual,squfl030-150persp,405.2496494
best,squfl030-150persp,430.5765549
best,squfl040-080,263.8991613
bestdual,squfl040-080,240.7706166
bestdual,squfl040-080persp,263.892195
best,squfl040-080persp,263.8991613
opt,srcpm,2109.781833
opt,ss97-2,939
opt,ss97-4,813
opt,ss97-6,304
inf,ssa0432-003,
inf,ssa2670-141,
inf,ssa6288-047,
opt,ssa7552-038,539
opt,ssa7552-158,555
opt,ssa7552-159,530
opt,ssa7552-160,549
opt,sssd-10-4-3,152709.944
opt,sssd-12-5-3,261142.543
opt,sssd-15-6-3,440748.198
opt,sssd-16-8-3,615763.366
opt,sssd-18-8-3,524062.788
opt,sssd-20-9-3,478093.435
opt,sssd-22-8-3,595970.689
opt,sssd-8-4-3,197181.071
opt,sssd08-04,182022.5703
opt,sssd08-04persp,182022.5702
opt,sssd12-05,281408.6352
opt,sssd12-05persp,281408.6353
opt,sssd15-04,205054.4585
best,sssd15-04persp,205054.4585
bestdual,sssd15-04persp,204343.0772
best,sssd15-06,539635.4697
bestdual,sssd15-06,539412.6186
best,sssd15-06persp,539635.4697
bestdual,sssd15-06persp,333197.2245
opt,sssd15-08,562617.8818
best,sssd15-08persp,562617.8818
bestdual,sssd15-08persp,330469.2898
opt,sssd16-07,417188.8105
bestdual,sssd16-07persp,256654.7407
best,sssd16-07persp,417188.8105
opt,sssd18-06,397992.2942
bestdual,sssd18-06persp,255576.3382
best,sssd18-06persp,397992.2951
best,sssd18-08,832795.5852
bestdual,sssd18-08,831989.0746
bestdual,sssd18-08persp,412938.6878
best,sssd18-08persp,832795.5852
opt,sssd20-04,347691.4105
best,sssd20-04persp,347691.4098
bestdual,sssd20-04persp,336396.6204
bestdual,sssd20-08,469439.8537
best,sssd20-08,469619.8376
best,sssd20-08persp,469657.903
bestdual,sssd20-08persp,279644.4669
best,sssd22-08,508713.7312
bestdual,sssd22-08,508385.2826
bestdual,sssd22-08persp,295354.7164
best,sssd22-08persp,508719.4913
opt,sssd25-04,300176.5637
bestdual,sssd25-04persp,287231.5857
best,sssd25-04persp,300176.56
best,sssd25-08,472093.078
bestdual,sssd25-08,472020.5706
bestdual,sssd25-08persp,289961.636
best,sssd25-08persp,472094.4242
opt,st_bpaf1a,-45.37971014
opt,st_bpaf1b,-42.9625576
opt,st_bpk1,-13
opt,st_bpv1,10
opt,st_bpv2,-8
opt,st_bsj2,1
opt,st_bsj3,-86768.55
opt,st_bsj4,-70262.05
opt,st_cqpf,-2.75
opt,st_cqpjk1,-12.44444222
opt,st_cqpjk2,-12.5
opt,st_e01,-6.666666667
opt,st_e02,201.1593341
opt,st_e03,-1161.336602
opt,st_e04,5194.866244
opt,st_e05,7049.249272
opt,st_e06,0
opt,st_e07,-400
opt,st_e08,0.7417819582
opt,st_e09,-0.5000000001
opt,st_e11,189.3116297
opt,st_e12,-4.514201651
opt,st_e13,2
opt,st_e14,4.579582402
opt,st_e15,7.667180069
opt,st_e16,12292.46728
opt,st_e17,376.2919323
opt,st_e18,-2.828427125
opt,st_e19,-118.7048598
opt,st_e21,-13.40190356
opt,st_e22,-85
opt,st_e23,-1.083333333
opt,st_e24,2.999999999
opt,st_e25,0.8901935907
opt,st_e26,-185.7792
opt,st_e27,2
opt,st_e28,-30665.53867
opt,st_e29,-0.9434705
opt,st_e30,-1.58113883
opt,st_e31,-2
opt,st_e32,-1.430407283
opt,st_e33,-400
opt,st_e34,0.0156195252
opt,st_e35,64868.07684
opt,st_e36,-246
best,st_e37,0.0010417202
bestdual,st_e37,0.0010417131
opt,st_e38,7197.727149
opt,st_e40,30.4142135
opt,st_e41,641.8235623
opt,st_e42,18.7842
opt,st_fp7a,-354.7506124
opt,st_fp7b,-634.7506124
opt,st_fp7c,-8695.012248
opt,st_fp7d,-114.7506124
opt,st_fp7e,-3730.410134
opt,st_fp8,15639
opt,st_glmp_fp1,10
opt,st_glmp_fp2,7.344545418
opt,st_glmp_fp3,-12
opt,st_glmp_kk90,3
opt,st_glmp_kk92,-12
opt,st_glmp_kky,-2.5
opt,st_glmp_ss1,-24.57142857
opt,st_glmp_ss2,2.999999997
opt,st_ht,-1.6
opt,st_iqpbk1,-621.487825
opt,st_iqpbk2,-1195.22565
opt,st_jcbpaf2,-794.855914
opt,st_m1,-461356.9389
opt,st_m2,-856648.8187
opt,st_miqp1,281
opt,st_miqp2,2
opt,st_miqp3,-6
opt,st_miqp4,-4574
opt,st_miqp5,-333.8888889
opt,st_pan1,-5.283709184
opt,st_ph1,-230.117284
opt,st_ph10,-10.5
opt,st_ph11,-11.28125
opt,st_ph12,-22.625
opt,st_ph13,-11.28125
opt,st_ph14,-229.7222222
opt,st_ph15,-392.7037037
opt,st_ph2,-1028.117284
opt,st_ph20,-158
opt,st_ph3,-420.2348199
opt,st_phex,-85
opt,st_qpc-m0,-5.000000003
opt,st_qpc-m1,-473.7777778
opt,st_qpc-m3a,-382.695
opt,st_qpc-m3b,0
opt,st_qpc-m3c,0
opt,st_qpc-m4,0
opt,st_qpk1,-3
opt,st_qpk2,-12.25
opt,st_qpk3,-36
opt,st_robot,0
opt,st_rv1,-59.9439166
opt,st_rv2,-64.4806951
opt,st_rv3,-35.76067064
opt,st_rv7,-138.1874971
opt,st_rv8,-132.661629
opt,st_rv9,-120.1531085
opt,st_test1,0
opt,st_test2,-9.25
opt,st_test3,-7
opt,st_test4,-7
opt,st_test5,-110
opt,st_test6,471
opt,st_test8,-29605
opt,st_testgr1,-12.8116
opt,st_testgr3,-20.59
opt,st_testph4,-80.5
opt,st_z,0
opt,stein15,9
opt,stein15inf_minULR,1
opt,stein27,18
inf,stein27_inf,
opt,stein27_super,1
opt,stein27inf_minULR,1
opt,stein45,30
inf,stein45_inf,
opt,stein45inf_minULR,1
opt,stein9,5
opt,stein9inf_minULR,1
opt,stha,40355.82
opt,stockcycle,119948.6883
best,stockholm,127
opt,stp-m-05,16
opt,stp-m-10,16
opt,stp-s-01,13
opt,stp-s-01.lp,13
opt,stp-s-04,11
opt,stp-s-08,11
opt,stp-s-10,11
opt,stp-s-11,11
opt,stp-s-12,11
opt,stp-s-13,11
opt,stp-s-14,11
opt,stp-s-15,11
opt,stp-s-16,11
opt,stp-s-18,11
opt,stp-s-19,11
opt,stp-s-20,11
opt,stp-s-21,11
opt,stp-s-22,11
opt,stp-s-23,11
opt,stp-s-24,11
opt,stp-s-25,11
opt,stp3d,493.7197
opt,sts27,18
best,sts405,340
opt,sts45,30
opt,sts63,45
best,sts729,647
best,super1,9.507933978
bestdual,super1,4.210284984
best,super2,4.934503499
bestdual,super2,2.8421
best,super3,12.62835953
bestdual,super3,6.464352857
best,super3t,-0.6841040046
bestdual,super3t,-1
opt,supplychain,2260.256563
opt,supplychainp1_020306,437551.6764
best,supplychainp1_022020,1776977.122
bestdual,supplychainp1_022020,1688440
opt,supplychainp1_030510,860440.9195
best,supplychainp1_053050,3756546.567
bestdual,supplychainp1_053050,2566081.9
opt,supplychainr1_020306,437551.183
opt,supplychainr1_022020,1776970.202
opt,supplychainr1_030510,860440.1578
bestdual,supplychainr1_053050,3649580
best,supplychainr1_053050,3728021.355
opt,swath,467.4075
opt,swath1,379.0713
opt,swath2,385.1997
opt,swath3,397.7613
inf,swath_inf,
opt,syn05h,837.7324009
opt,syn05m,837.7324009
opt,syn05m02h,3032.735677
opt,syn05m02m,3032.735386
opt,syn05m03h,4027.372364
opt,syn05m03m,4027.371755
opt,syn05m04h,5510.388083
opt,syn05m04m,5510.387345
opt,syn10h,1267.35355
opt,syn10m,1267.35355
opt,syn10m02h,2310.30101
opt,syn10m02m,2310.300691
opt,syn10m03h,3354.683366
opt,syn10m03m,3354.682795
opt,syn10m04h,4557.063029
opt,syn10m04m,4557.062338
opt,syn15h,853.2847402
opt,syn15m,853.2847292
opt,syn15m02h,2832.749139
opt,syn15m02m,2832.748895
opt,syn15m03h,3850.18227
opt,syn15m03m,3850.181775
opt,syn15m04h,4937.478385
opt,syn15m04m,4937.47771
opt,syn20h,924.2634245
opt,syn20m,924.2633105
opt,syn20m02h,1752.133458
opt,syn20m02m,1752.133203
opt,syn20m03h,2646.951303
opt,syn20m03m,2646.950917
opt,syn20m04h,3532.744458
opt,syn20m04m,3532.743934
opt,syn30h,138.1597876
opt,syn30m,138.1596025
opt,syn30m02h,399.6835932
opt,syn30m02m,399.6831
opt,syn30m03h,654.1548857
opt,syn30m03m,654.1542
opt,syn30m04h,865.7229289
opt,syn30m04m,865.722
opt,syn40h,67.71338657
opt,syn40m,67.7133
opt,syn40m02h,388.7727
opt,syn40m02m,388.7724
opt,syn40m03h,395.1485241
opt,syn40m03m,395.148
opt,syn40m04h,901.7516
opt,syn40m04m,901.7511
opt,synheat,154997.3349
opt,synthes1,6.00975909
opt,synthes2,73.03531253
opt,synthes3,68.00974052
opt,t0415pre,5339422
opt,t0418pre,6442906
best,t1717,168867
best,t1722,116799
best,t2g10_5555,5868995
best,t2g15_5555,14472741
best,t2g20_5555,21352224
best,t3g5_5555,10835729
best,t3g6_5555,16063921
best,t3g7_5555,24673731
opt,tanglegram1,5182
opt,tanglegram2,443
opt,tanksize,1.268643754
bestdual,telecomsp_metro,6786185.882
best,telecomsp_metro,8713200
best,telecomsp_njlata,915770
bestdual,telecomsp_njlata,847665
best,telecomsp_nor_sun,257997.6
bestdual,telecomsp_pacbell,299660
best,telecomsp_pacbell,310340
opt,testAggregationSOS1,1
opt,testAggregationSOS2,2
opt,testgraph.pr.10,-6
best,tic-tac-toe_q,107
opt,timtab1,764772
opt,timtab2,1096557
opt,tkat3S,4468925.25
opt,tkat3T,5564891.75
opt,tkatTV5,28117644.2
opt,tln12,90.5
opt,tln2,5.3
opt,tln4,8.3
opt,tln5,10.3
opt,tln6,15.3
opt,tln7,15
opt,tloss,16.3
bestdual,tls12,7.788232592
best,tls12,112.8
opt,tls2,5.3
opt,tls4,8.3
opt,tls5,10.3
best,tls6,15.3
bestdual,tls6,9.2
bestdual,tls7,4.700466348
best,tls7,15
opt,tltr,48.06666667
opt,toll-like,610
opt,torsion100,-0.4182392133
opt,torsion25,-0.4175107296
opt,torsion50,-0.418087632
opt,torsion75,-0.4181994007
opt,tpesc,54027.1672
opt,tr12-30,130596
opt,transportmoment,-3063100000
best,transswitch0009p,5296.686204
bestdual,transswitch0009r,3163.120676
best,transswitch0009r,5296.686204
best,transswitch0014p,8082.58169
best,transswitch0014r,8082.58169
bestdual,transswitch0014r,0
best,transswitch0030p,573.9181324
bestdual,transswitch0030r,0
best,transswitch0030r,573.9181324
best,transswitch0039p,41866.12319
best,transswitch0039r,41866.12319
bestdual,transswitch0039r,1229.751072
bestdual,transswitch0057r,0
best,transswitch0118p,129466.7953
bestdual,transswitch0118r,0
bestdual,transswitch0300r,0
bestdual,transswitch2383wpr,558251.65
bestdual,transswitch2736spr,945969.06
opt,tricp,0
best,trig,-3.762500358
best,trigx,0.0956313874
opt,triptim1,22.8681
best,triptim2,12.0051
best,triptim3,13.5311
bestdual,tspn05,191.2540844
best,tspn05,191.2552078
best,tspn08,290.5668539
bestdual,tspn08,282.5662717
bestdual,tspn10,202.028829
best,tspn10,225.1260716
bestdual,tspn12,228.9026039
best,tspn12,262.6473957
best,tspn15,327.1390621
bestdual,tspn15,299.4827864
opt,turkey,-29330.15804
best,tw-myciel4,10
opt,u574,34422
best,uc-case11,622232.142
opt,uc-case3,7204.92
opt,uct-subprob,314
opt,uflquad-15-60,1063.1931
opt,uflquad-15-80,1217.9894
opt,uflquad-20-150,550.1123
opt,uflquad-20-40,860.9606
opt,uflquad-20-50,375.9187
opt,uflquad-25-25,673.6969
opt,uflquad-25-30,669.8396
opt,uflquad-25-40,828.1645
opt,uflquad-30-100,361.9168
opt,uflquad-40-80,347.4886
opt,unfm10a,8332
opt,unfm10b,4283
opt,unfm10b+,4283
opt,unfm10c,2452
opt,unfm15a,9131
opt,unfm15b+,4716
opt,unfm17a+,20975
best,unfm17b,10691
opt,unitcal_7,19635558.244
opt,unitcommit1,578176.639
best,unitcommit2,578176.639
bestdual,unitcommit2,578135.6073
opt,us03,5338
best,usAbbrv-8-25_70,121
best,uselinear,-1050.335879
opt,util,999.5787502
opt,v0415pre,2429415
opt,v0416,2725602
opt,v0416pre,2725602
opt,v0418pre,2845425
opt,v0420,1696889
opt,v0420pre,1696889
opt,v0421,1853951
opt,v0421pre,1853951
opt,v1619,1156338
opt,v1620,1140604
opt,v1620pre,1140604
opt,v1621,825563
opt,value_6497547,6497547
best,van,4.5738
best,var_con10,444.213954
best,var_con5,278.1448937
opt,vpm1,20
opt,vpm1.mps.cuts,20
opt,vpm1.pre,20
inf,vpm1_inf,
opt,vpm2,13.75
inf,vpm2_inf,
opt,vpphard,5
opt,vpphard2,81
opt,wall,-1.000004662
opt,wap01a.stab,152
opt,wap02a.stab,170
opt,wap03a.stab,296
opt,wap04a.stab,341
opt,wap05a.stab,79
opt,wap06a.stab,85
opt,wap07a.stab,138
opt,wap08a.stab,150
opt,waste,598.9192
best,wastepaper3,0.018918368
bestdual,wastepaper3,0.0189177453
best,wastepaper4,0.0034791627
bestdual,wastepaper4,0.0034790398
best,wastepaper5,0.0008212037
bestdual,wastepaper5,0
bestdual,wastepaper6,0
best,wastepaper6,0.0001263745
opt,wastewater02m1,130.7025443
opt,wastewater02m2,130.7025443
opt,wastewater04m1,89.83606557
opt,wastewater04m2,89.83606557
opt,wastewater05m1,229.7008394
opt,wastewater05m2,229.7008394
best,wastewater11m1,2127.115385
bestdual,wastewater11m1,1697.217324
best,wastewater11m2,2127.115385
bestdual,wastewater11m2,1368.727456
best,wastewater12m1,1201.038462
bestdual,wastewater12m1,936.2023923
bestdual,wastewater12m2,734.0634735
best,wastewater12m2,1201.038462
best,wastewater13m1,1564.957983
bestdual,wastewater13m1,1265.42491
bestdual,wastewater13m2,1058.779653
best,wastewater13m2,1564.957983
bestdual,wastewater14m1,394.8971815
best,wastewater14m1,513.0008681
bestdual,wastewater14m2,379.1516173
best,wastewater14m2,513.0008681
opt,wastewater15m1,2446.428571
opt,wastewater15m2,2446.428571
bestdual,water,324.6846122
best,water,904.9021593
opt,water0202,125.1956
opt,water0202r,97.9044
opt,water0303,207.9867
opt,water0303r,424.5435
best,water3,907.0169959
bestdual,water4,630.243436
best,water4,907.0169959
opt,watercontamination0202,125.1956151
opt,watercontamination0202r,97.90445517
bestdual,watercontamination0303,207.984735
best,watercontamination0303,207.9850348
opt,watercontamination0303r,424.5441417
best,waterful2,1012.609288
opt,waternd1,606763.1675
